"champ";"statut";"annee";"periode";"date du resultat";"ipe";exotm;natass;tremb;taux;COUNT;PERCENT;per_comp;finess_comp;date_comp;temp_comp
"mco";"dgf";"2023";"7";"2023/08/31 11:50:59";="590780193";2 : Soins relatifs à un séjour > 30 jours;10 : Maladie;80;80%;284;0.2243392262;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:50:59";="590780193";2 : Soins relatifs à un séjour > 30 jours;10 : Maladie;80;100%;11;0.0086891954;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:50:59";="590780193";2 : Soins relatifs à un séjour > 30 jours;10 : Maladie;100;80%;41;0.032387001;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:50:59";="590780193";2 : Soins relatifs à un séjour > 30 jours;10 : Maladie;100;100%;3;0.0023697806;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:50:59";="590780193";2 : Soins relatifs à un séjour > 30 jours;30 : Maternité;80;100%;1;0.0007899269;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:50:59";="590780193";2 : Soins relatifs à un séjour > 30 jours;41 : Accident du;80;100%;3;0.0023697806;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:50:59";="590780193";3 : Soins particuliers exonérés;10 : Maladie;100;100%;1502;1.1864701329;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:50:59";="590780193";3 : Soins particuliers exonérés;30 : Maternité;100;100%;500;0.3949634264;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:50:59";="590780193";3 : Soins particuliers exonérés;41 : Accident du;100;100%;440;0.3475678152;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:50:59";="590780193";4 : Soins conformes au protocole ALD;10 : Maladie;100;80%;17;0.0134287565;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:50:59";="590780193";4 : Soins conformes au protocole ALD;10 : Maladie;100;90%;1;0.0007899269;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:50:59";="590780193";4 : Soins conformes au protocole ALD;10 : Maladie;100;100%;66177;52.274989336;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:50:59";="590780193";4 : Soins conformes au protocole ALD;13 : Maladie Régime Local Alsace-Moselle;100;100%;62;0.0489754649;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:50:59";="590780193";4 : Soins conformes au protocole ALD;41 : Accident du;100;100%;2;0.0015798537;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:50:59";="590780193";5 : Assuré ou bénéficiaire exonéré (régime exonérant);10 : Maladie;100;100%;14505;11.457888999;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:50:59";="590780193";5 : Assuré ou bénéficiaire exonéré (régime exonérant);13 : Maladie Régime Local Alsace-Moselle;100;100%;16;0.0126388296;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:50:59";="590780193";9 : FSV ou FSI;10 : Maladie;90;80%;9;0.0071093417;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:50:59";="590780193";X: séjours non facturables, en attente de droits ou pb de codage;10 : Maladie;;80%;1120;0.8847180751;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:50:59";="590780193";X: séjours non facturables, en attente de droits ou pb de codage;10 : Maladie;;100%;447;0.3530973032;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:50:59";="590780193";X: séjours non facturables, en attente de droits ou pb de codage;13 : Maladie Régime Local Alsace-Moselle;;80%;4;0.0031597074;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:50:59";="590780193";X: séjours non facturables, en attente de droits ou pb de codage;13 : Maladie Régime Local Alsace-Moselle;;100%;2;0.0015798537;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:50:59";="590780193";X: séjours non facturables, en attente de droits ou pb de codage;30 : Maternité;;100%;26;0.0205380982;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:50:59";="590780193";X: séjours non facturables, en attente de droits ou pb de codage;41 : Accident du;;100%;6;0.0047395611;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:50:59";="590780193";Nouveaux-nés, radiothérapie ou prélèvement d'organes;Nouveaux-nés, radiothérapie ou prélèvement d'organes;100;Non renseigné;6;0.0047395611;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:50:59";="590780193";Nouveaux-nés, radiothérapie ou prélèvement d'organes;Nouveaux-nés, radiothérapie ou prélèvement d'organes;100;0;8;0.0063194148;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:50:59";="590780193";Nouveaux-nés, radiothérapie ou prélèvement d'organes;Nouveaux-nés, radiothérapie ou prélèvement d'organes;100;80%;2;0.0015798537;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:50:59";="590780193";Nouveaux-nés, radiothérapie ou prélèvement d'organes;Nouveaux-nés, radiothérapie ou prélèvement d'organes;100;100%;3248;2.5656824178;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:50:59";="590780193";Séjours en attente de taux de prise en charge;Séjours en attente de taux de prise en charge;80;0;4;0.0031597074;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 12:26:10";="020004404";0 : Pas d'exonération;10 : Maladie;80;0;1;0.0112359551;2023.7;X020004404;31AUG23;12:24:34
"mco";"dgf";"2023";"7";"2023/08/31 12:26:10";="020004404";0 : Pas d'exonération;10 : Maladie;80;80%;2877;32.325842697;2023.7;X020004404;31AUG23;12:24:34
"mco";"dgf";"2023";"7";"2023/08/31 12:26:10";="020004404";0 : Pas d'exonération;13 : Maladie Régime Local Alsace-Moselle;80;80%;1;0.0112359551;2023.7;X020004404;31AUG23;12:24:34
"mco";"dgf";"2023";"7";"2023/08/31 12:26:10";="020004404";0 : Pas d'exonération;13 : Maladie Régime Local Alsace-Moselle;80;100%;2;0.0224719101;2023.7;X020004404;31AUG23;12:24:34
"mco";"dgf";"2023";"7";"2023/08/31 12:26:10";="020004404";0 : Pas d'exonération;30 : Maternité;100;100%;463;5.202247191;2023.7;X020004404;31AUG23;12:24:34
"mco";"dgf";"2023";"7";"2023/08/31 12:26:10";="020004404";0 : Pas d'exonération;41 : Accident du;100;100%;27;0.3033707865;2023.7;X020004404;31AUG23;12:24:34
"mco";"dgf";"2023";"7";"2023/08/31 12:26:10";="020004404";1 : Soins en rapport avec K>60 ou montant>120¤;10 : Maladie;100;100%;2310;25.95505618;2023.7;X020004404;31AUG23;12:24:34
"mco";"dgf";"2023";"7";"2023/08/31 12:26:10";="020004404";1 : Soins en rapport avec K>60 ou montant>120¤;13 : Maladie Régime Local Alsace-Moselle;100;100%;2;0.0224719101;2023.7;X020004404;31AUG23;12:24:34
"mco";"dgf";"2023";"7";"2023/08/31 12:26:10";="020004404";2 : Soins relatifs à un séjour > 30 jours;10 : Maladie;80;100%;2;0.0224719101;2023.7;X020004404;31AUG23;12:24:34
"mco";"dgf";"2023";"7";"2023/08/31 12:26:10";="020004404";3 : Soins particuliers exonérés;10 : Maladie;100;100%;144;1.6179775281;2023.7;X020004404;31AUG23;12:24:34
"mco";"dgf";"2023";"7";"2023/08/31 12:26:10";="020004404";4 : Soins conformes au protocole ALD;10 : Maladie;100;100%;2334;26.224719101;2023.7;X020004404;31AUG23;12:24:34
"mco";"dgf";"2023";"7";"2023/08/31 12:26:10";="020004404";5 : Assuré ou bénéficiaire exonéré (régime exonérant);10 : Maladie;100;100%;428;4.808988764;2023.7;X020004404;31AUG23;12:24:34
"mco";"dgf";"2023";"7";"2023/08/31 12:26:10";="020004404";Nouveaux-nés, radiothérapie ou prélèvement d'organes;Nouveaux-nés, radiothérapie ou prélèvement d'organes;100;0;242;2.7191011236;2023.7;X020004404;31AUG23;12:24:34
"mco";"dgf";"2023";"7";"2023/08/31 12:26:10";="020004404";Nouveaux-nés, radiothérapie ou prélèvement d'organes;Nouveaux-nés, radiothérapie ou prélèvement d'organes;100;80%;2;0.0224719101;2023.7;X020004404;31AUG23;12:24:34
"mco";"dgf";"2023";"7";"2023/08/31 12:26:10";="020004404";Nouveaux-nés, radiothérapie ou prélèvement d'organes;Nouveaux-nés, radiothérapie ou prélèvement d'organes;100;100%;64;0.7191011236;2023.7;X020004404;31AUG23;12:24:34
"mco";"dgf";"2023";"7";"2023/08/31 12:26:10";="020004404";Séjours en attente de taux de prise en charge;Séjours en attente de taux de prise en charge;80;100%;1;0.0112359551;2023.7;X020004404;31AUG23;12:24:34
"mco";"dgf";"2023";"7";"2023/08/31 14:26:26";="590781605";0 : Pas d'exonération;10 : Maladie;80;80%;3559;25.661547336;2023.7;X590781605;31AUG23;14:25:07
"mco";"dgf";"2023";"7";"2023/08/31 14:26:26";="590781605";0 : Pas d'exonération;10 : Maladie;80;90%;5;0.0360516259;2023.7;X590781605;31AUG23;14:25:07
"mco";"dgf";"2023";"7";"2023/08/31 14:26:26";="590781605";0 : Pas d'exonération;13 : Maladie Régime Local Alsace-Moselle;80;80%;3;0.0216309756;2023.7;X590781605;31AUG23;14:25:07
"mco";"dgf";"2023";"7";"2023/08/31 14:26:26";="590781605";0 : Pas d'exonération;30 : Maternité;100;100%;413;2.9778643017;2023.7;X590781605;31AUG23;14:25:07
"mco";"dgf";"2023";"7";"2023/08/31 14:26:26";="590781605";0 : Pas d'exonération;41 : Accident du;100;100%;44;0.3172543082;2023.7;X590781605;31AUG23;14:25:07
"mco";"dgf";"2023";"7";"2023/08/31 14:26:26";="590781605";1 : Soins en rapport avec K>60 ou montant>120¤;10 : Maladie;100;100%;3119;22.489004254;2023.7;X590781605;31AUG23;14:25:07
"mco";"dgf";"2023";"7";"2023/08/31 14:26:26";="590781605";3 : Soins particuliers exonérés;10 : Maladie;100;100%;90;0.6489292667;2023.7;X590781605;31AUG23;14:25:07
"mco";"dgf";"2023";"7";"2023/08/31 14:26:26";="590781605";4 : Soins conformes au protocole ALD;10 : Maladie;100;100%;5057;36.462614464;2023.7;X590781605;31AUG23;14:25:07
"mco";"dgf";"2023";"7";"2023/08/31 14:26:26";="590781605";4 : Soins conformes au protocole ALD;13 : Maladie Régime Local Alsace-Moselle;100;100%;2;0.0144206504;2023.7;X590781605;31AUG23;14:25:07
"mco";"dgf";"2023";"7";"2023/08/31 14:26:26";="590781605";5 : Assuré ou bénéficiaire exonéré (régime exonérant);10 : Maladie;100;100%;1252;9.0273271325;2023.7;X590781605;31AUG23;14:25:07
"mco";"dgf";"2023";"7";"2023/08/31 14:26:26";="590781605";Nouveaux-nés, radiothérapie ou prélèvement d'organes;Nouveaux-nés, radiothérapie ou prélèvement d'organes;100;0;265;1.9107361742;2023.7;X590781605;31AUG23;14:25:07
"mco";"dgf";"2023";"7";"2023/08/31 14:26:26";="590781605";Nouveaux-nés, radiothérapie ou prélèvement d'organes;Nouveaux-nés, radiothérapie ou prélèvement d'organes;100;80%;2;0.0144206504;2023.7;X590781605;31AUG23;14:25:07
"mco";"dgf";"2023";"7";"2023/08/31 14:26:26";="590781605";Nouveaux-nés, radiothérapie ou prélèvement d'organes;Nouveaux-nés, radiothérapie ou prélèvement d'organes;100;100%;24;0.1730478045;2023.7;X590781605;31AUG23;14:25:07
"mco";"dgf";"2023";"7";"2023/08/31 14:26:26";="590781605";Séjours en attente de taux de prise en charge;Séjours en attente de taux de prise en charge;80;0;1;0.0072103252;2023.7;X590781605;31AUG23;14:25:07
"mco";"dgf";"2023";"7";"2023/08/31 14:26:26";="590781605";Séjours en attente de taux de prise en charge;Séjours en attente de taux de prise en charge;80;80%;10;0.0721032519;2023.7;X590781605;31AUG23;14:25:07
"mco";"dgf";"2023";"7";"2023/08/31 14:26:26";="590781605";Séjours en attente de taux de prise en charge;Séjours en attente de taux de prise en charge;80;100%;23;0.1658374793;2023.7;X590781605;31AUG23;14:25:07
"mco";"dgf";"2023";"7";"2023/08/31 14:29:40";="590781811";0 : Pas d'exonération;10 : Maladie;80;80%;77;57.462686567;2023.7;X590781811;31AUG23;14:28:53
"mco";"dgf";"2023";"7";"2023/08/31 14:29:40";="590781811";0 : Pas d'exonération;30 : Maternité;100;100%;1;0.7462686567;2023.7;X590781811;31AUG23;14:28:53
"mco";"dgf";"2023";"7";"2023/08/31 14:29:40";="590781811";3 : Soins particuliers exonérés;10 : Maladie;100;100%;4;2.9850746269;2023.7;X590781811;31AUG23;14:28:53
"mco";"dgf";"2023";"7";"2023/08/31 14:29:40";="590781811";4 : Soins conformes au protocole ALD;10 : Maladie;100;100%;43;32.089552239;2023.7;X590781811;31AUG23;14:28:53
"mco";"dgf";"2023";"7";"2023/08/31 14:29:40";="590781811";5 : Assuré ou bénéficiaire exonéré (régime exonérant);10 : Maladie;100;100%;9;6.7164179104;2023.7;X590781811;31AUG23;14:28:53
"mco";"dgf";"2023";"7";"2023/08/31 14:34:25";="800000093";0 : Pas d'exonération;10 : Maladie;80;80%;864;29.012760242;2023.7;X800000093;31AUG23;14:33:22
"mco";"dgf";"2023";"7";"2023/08/31 14:34:25";="800000093";0 : Pas d'exonération;13 : Maladie Régime Local Alsace-Moselle;80;80%;1;0.0335795836;2023.7;X800000093;31AUG23;14:33:22
"mco";"dgf";"2023";"7";"2023/08/31 14:34:25";="800000093";0 : Pas d'exonération;30 : Maternité;100;100%;141;4.7347212895;2023.7;X800000093;31AUG23;14:33:22
"mco";"dgf";"2023";"7";"2023/08/31 14:34:25";="800000093";0 : Pas d'exonération;41 : Accident du;100;100%;12;0.4029550034;2023.7;X800000093;31AUG23;14:33:22
"mco";"dgf";"2023";"7";"2023/08/31 14:34:25";="800000093";1 : Soins en rapport avec K>60 ou montant>120¤;10 : Maladie;100;100%;452;15.177971793;2023.7;X800000093;31AUG23;14:33:22
"mco";"dgf";"2023";"7";"2023/08/31 14:34:25";="800000093";2 : Soins relatifs à un séjour > 30 jours;10 : Maladie;80;100%;1;0.0335795836;2023.7;X800000093;31AUG23;14:33:22
"mco";"dgf";"2023";"7";"2023/08/31 14:34:25";="800000093";3 : Soins particuliers exonérés;10 : Maladie;100;100%;14;0.4701141706;2023.7;X800000093;31AUG23;14:33:22
"mco";"dgf";"2023";"7";"2023/08/31 14:34:25";="800000093";4 : Soins conformes au protocole ALD;10 : Maladie;100;100%;1032;34.654130289;2023.7;X800000093;31AUG23;14:33:22
"mco";"dgf";"2023";"7";"2023/08/31 14:34:25";="800000093";5 : Assuré ou bénéficiaire exonéré (régime exonérant);10 : Maladie;100;100%;310;10.40967092;2023.7;X800000093;31AUG23;14:33:22
"mco";"dgf";"2023";"7";"2023/08/31 14:34:25";="800000093";9 : FSV ou FSI;10 : Maladie;90;80%;7;0.2350570853;2023.7;X800000093;31AUG23;14:33:22
"mco";"dgf";"2023";"7";"2023/08/31 14:34:25";="800000093";Nouveaux-nés, radiothérapie ou prélèvement d'organes;Nouveaux-nés, radiothérapie ou prélèvement d'organes;100;0;112;3.7609133647;2023.7;X800000093;31AUG23;14:33:22
"mco";"dgf";"2023";"7";"2023/08/31 14:34:25";="800000093";Séjours en attente de taux de prise en charge;Séjours en attente de taux de prise en charge;80;80%;10;0.3357958361;2023.7;X800000093;31AUG23;14:33:22
"mco";"dgf";"2023";"7";"2023/08/31 14:34:25";="800000093";Séjours en attente de taux de prise en charge;Séjours en attente de taux de prise en charge;80;100%;22;0.7387508395;2023.7;X800000093;31AUG23;14:33:22
"mco";"dgf";"2023";"7";"2023/08/31 14:53:48";="600100713";0 : Pas d'exonération;10 : Maladie;80;0;1;0.002916132;2023.7;X600100713;31AUG23;14:51:48
"mco";"dgf";"2023";"7";"2023/08/31 14:53:48";="600100713";0 : Pas d'exonération;10 : Maladie;80;80%;4002;11.670360434;2023.7;X600100713;31AUG23;14:51:48
"mco";"dgf";"2023";"7";"2023/08/31 14:53:48";="600100713";0 : Pas d'exonération;13 : Maladie Régime Local Alsace-Moselle;80;100%;1;0.002916132;2023.7;X600100713;31AUG23;14:51:48
"mco";"dgf";"2023";"7";"2023/08/31 14:53:48";="600100713";0 : Pas d'exonération;30 : Maternité;100;100%;1236;3.6043392045;2023.7;X600100713;31AUG23;14:51:48
"mco";"dgf";"2023";"7";"2023/08/31 14:53:48";="600100713";0 : Pas d'exonération;41 : Accident du;100;100%;42;0.1224775458;2023.7;X600100713;31AUG23;14:51:48
"mco";"dgf";"2023";"7";"2023/08/31 14:53:48";="600100713";1 : Soins en rapport avec K>60 ou montant>120¤;10 : Maladie;100;100%;2731;7.963956608;2023.7;X600100713;31AUG23;14:51:48
"mco";"dgf";"2023";"7";"2023/08/31 14:53:48";="600100713";1 : Soins en rapport avec K>60 ou montant>120¤;13 : Maladie Régime Local Alsace-Moselle;100;100%;1;0.002916132;2023.7;X600100713;31AUG23;14:51:48
"mco";"dgf";"2023";"7";"2023/08/31 14:53:48";="600100713";2 : Soins relatifs à un séjour > 30 jours;10 : Maladie;80;100%;1;0.002916132;2023.7;X600100713;31AUG23;14:51:48
"mco";"dgf";"2023";"7";"2023/08/31 14:53:48";="600100713";3 : Soins particuliers exonérés;10 : Maladie;100;100%;206;0.6007232007;2023.7;X600100713;31AUG23;14:51:48
"mco";"dgf";"2023";"7";"2023/08/31 14:53:48";="600100713";4 : Soins conformes au protocole ALD;10 : Maladie;100;100%;14796;43.1470897;2023.7;X600100713;31AUG23;14:51:48
"mco";"dgf";"2023";"7";"2023/08/31 14:53:48";="600100713";5 : Assuré ou bénéficiaire exonéré (régime exonérant);10 : Maladie;100;100%;3163;9.2237256503;2023.7;X600100713;31AUG23;14:51:48
"mco";"dgf";"2023";"7";"2023/08/31 14:53:48";="600100713";Nouveaux-nés, radiothérapie ou prélèvement d'organes;Nouveaux-nés, radiothérapie ou prélèvement d'organes;100;0;1006;2.9336288347;2023.7;X600100713;31AUG23;14:51:48
"mco";"dgf";"2023";"7";"2023/08/31 14:53:48";="600100713";Nouveaux-nés, radiothérapie ou prélèvement d'organes;Nouveaux-nés, radiothérapie ou prélèvement d'organes;100;80%;17;0.0495742447;2023.7;X600100713;31AUG23;14:51:48
"mco";"dgf";"2023";"7";"2023/08/31 14:53:48";="600100713";Nouveaux-nés, radiothérapie ou prélèvement d'organes;Nouveaux-nés, radiothérapie ou prélèvement d'organes;100;100%;7074;20.628718068;2023.7;X600100713;31AUG23;14:51:48
"mco";"dgf";"2023";"7";"2023/08/31 14:53:48";="600100713";Séjours en attente de taux de prise en charge;Séjours en attente de taux de prise en charge;80;0;4;0.0116645282;2023.7;X600100713;31AUG23;14:51:48
"mco";"dgf";"2023";"7";"2023/08/31 14:53:48";="600100713";Séjours en attente de taux de prise en charge;Séjours en attente de taux de prise en charge;80;80%;1;0.002916132;2023.7;X600100713;31AUG23;14:51:48
"mco";"dgf";"2023";"7";"2023/08/31 14:53:48";="600100713";Séjours en attente de taux de prise en charge;Séjours en attente de taux de prise en charge;80;100%;10;0.0291613204;2023.7;X600100713;31AUG23;14:51:48
"mco";"dgf";"2023";"7";"2023/08/31 15:00:05";="020000048";0 : Pas d'exonération;10 : Maladie;80;80%;52;13.131313131;2023.7;X020000048;31AUG23;14:59:10
"mco";"dgf";"2023";"7";"2023/08/31 15:00:05";="020000048";2 : Soins relatifs à un séjour > 30 jours;10 : Maladie;80;100%;1;0.2525252525;2023.7;X020000048;31AUG23;14:59:10
"mco";"dgf";"2023";"7";"2023/08/31 15:00:05";="020000048";3 : Soins particuliers exonérés;10 : Maladie;100;100%;10;2.5252525253;2023.7;X020000048;31AUG23;14:59:10
"mco";"dgf";"2023";"7";"2023/08/31 15:00:05";="020000048";4 : Soins conformes au protocole ALD;10 : Maladie;100;100%;327;82.575757576;2023.7;X020000048;31AUG23;14:59:10
"mco";"dgf";"2023";"7";"2023/08/31 15:00:05";="020000048";5 : Assuré ou bénéficiaire exonéré (régime exonérant);10 : Maladie;100;100%;6;1.5151515152;2023.7;X020000048;31AUG23;14:59:10
"mco";"dgf";"2023";"7";"2023/08/31 15:44:13";="590782215";0 : Pas d'exonération;10 : Maladie;80;80%;10505;15.629882013;2023.7;X590782215;31AUG23;15:42:07
"mco";"dgf";"2023";"7";"2023/08/31 15:44:13";="590782215";0 : Pas d'exonération;10 : Maladie;80;90%;9;0.0133906652;2023.7;X590782215;31AUG23;15:42:07
"mco";"dgf";"2023";"7";"2023/08/31 15:44:13";="590782215";0 : Pas d'exonération;10 : Maladie;80;100%;390;0.5802621595;2023.7;X590782215;31AUG23;15:42:07
"mco";"dgf";"2023";"7";"2023/08/31 15:44:13";="590782215";0 : Pas d'exonération;13 : Maladie Régime Local Alsace-Moselle;80;80%;11;0.0163663686;2023.7;X590782215;31AUG23;15:42:07
"mco";"dgf";"2023";"7";"2023/08/31 15:44:13";="590782215";0 : Pas d'exonération;30 : Maternité;100;100%;2226;3.311957864;2023.7;X590782215;31AUG23;15:42:07
"mco";"dgf";"2023";"7";"2023/08/31 15:44:13";="590782215";0 : Pas d'exonération;41 : Accident du;100;100%;98;0.1458094657;2023.7;X590782215;31AUG23;15:42:07
"mco";"dgf";"2023";"7";"2023/08/31 15:44:13";="590782215";1 : Soins en rapport avec K>60 ou montant>120¤;10 : Maladie;100;80%;6;0.0089271101;2023.7;X590782215;31AUG23;15:42:07
"mco";"dgf";"2023";"7";"2023/08/31 15:44:13";="590782215";1 : Soins en rapport avec K>60 ou montant>120¤;10 : Maladie;100;100%;8077;12.017378108;2023.7;X590782215;31AUG23;15:42:07
"mco";"dgf";"2023";"7";"2023/08/31 15:44:13";="590782215";1 : Soins en rapport avec K>60 ou montant>120¤;13 : Maladie Régime Local Alsace-Moselle;100;100%;4;0.0059514068;2023.7;X590782215;31AUG23;15:42:07
"mco";"dgf";"2023";"7";"2023/08/31 15:44:13";="590782215";1 : Soins en rapport avec K>60 ou montant>120¤;30 : Maternité;100;100%;2;0.0029757034;2023.7;X590782215;31AUG23;15:42:07
"mco";"dgf";"2023";"7";"2023/08/31 15:44:13";="590782215";2 : Soins relatifs à un séjour > 30 jours;10 : Maladie;80;80%;14;0.0208299237;2023.7;X590782215;31AUG23;15:42:07
"mco";"dgf";"2023";"7";"2023/08/31 15:44:13";="590782215";2 : Soins relatifs à un séjour > 30 jours;10 : Maladie;80;100%;40;0.0595140676;2023.7;X590782215;31AUG23;15:42:07
"mco";"dgf";"2023";"7";"2023/08/31 15:44:13";="590782215";2 : Soins relatifs à un séjour > 30 jours;10 : Maladie;100;80%;2;0.0029757034;2023.7;X590782215;31AUG23;15:42:07
"mco";"dgf";"2023";"7";"2023/08/31 15:44:13";="590782215";2 : Soins relatifs à un séjour > 30 jours;10 : Maladie;100;100%;3;0.0044635551;2023.7;X590782215;31AUG23;15:42:07
"mco";"dgf";"2023";"7";"2023/08/31 15:44:13";="590782215";2 : Soins relatifs à un séjour > 30 jours;30 : Maternité;80;100%;2;0.0029757034;2023.7;X590782215;31AUG23;15:42:07
"mco";"dgf";"2023";"7";"2023/08/31 15:44:13";="590782215";3 : Soins particuliers exonérés;10 : Maladie;100;80%;3;0.0044635551;2023.7;X590782215;31AUG23;15:42:07
"mco";"dgf";"2023";"7";"2023/08/31 15:44:13";="590782215";3 : Soins particuliers exonérés;10 : Maladie;100;100%;474;0.7052417015;2023.7;X590782215;31AUG23;15:42:07
"mco";"dgf";"2023";"7";"2023/08/31 15:44:13";="590782215";3 : Soins particuliers exonérés;30 : Maternité;100;100%;51;0.0758804362;2023.7;X590782215;31AUG23;15:42:07
"mco";"dgf";"2023";"7";"2023/08/31 15:44:13";="590782215";3 : Soins particuliers exonérés;41 : Accident du;100;100%;266;0.3957685498;2023.7;X590782215;31AUG23;15:42:07
"mco";"dgf";"2023";"7";"2023/08/31 15:44:13";="590782215";4 : Soins conformes au protocole ALD;10 : Maladie;100;80%;2;0.0029757034;2023.7;X590782215;31AUG23;15:42:07
"mco";"dgf";"2023";"7";"2023/08/31 15:44:13";="590782215";4 : Soins conformes au protocole ALD;10 : Maladie;100;100%;33633;50.040915922;2023.7;X590782215;31AUG23;15:42:07
"mco";"dgf";"2023";"7";"2023/08/31 15:44:13";="590782215";4 : Soins conformes au protocole ALD;13 : Maladie Régime Local Alsace-Moselle;100;100%;17;0.0252934787;2023.7;X590782215;31AUG23;15:42:07
"mco";"dgf";"2023";"7";"2023/08/31 15:44:13";="590782215";5 : Assuré ou bénéficiaire exonéré (régime exonérant);10 : Maladie;100;100%;7581;11.279403669;2023.7;X590782215;31AUG23;15:42:07
"mco";"dgf";"2023";"7";"2023/08/31 15:44:13";="590782215";5 : Assuré ou bénéficiaire exonéré (régime exonérant);13 : Maladie Régime Local Alsace-Moselle;100;100%;4;0.0059514068;2023.7;X590782215;31AUG23;15:42:07
"mco";"dgf";"2023";"7";"2023/08/31 15:44:13";="590782215";9 : FSV ou FSI;10 : Maladie;90;100%;2;0.0029757034;2023.7;X590782215;31AUG23;15:42:07
"mco";"dgf";"2023";"7";"2023/08/31 15:44:13";="590782215";X: séjours non facturables, en attente de droits ou pb de codage;10 : Maladie;;80%;1167;1.7363229233;2023.7;X590782215;31AUG23;15:42:07
"mco";"dgf";"2023";"7";"2023/08/31 15:44:13";="590782215";X: séjours non facturables, en attente de droits ou pb de codage;10 : Maladie;;100%;426;0.6338248203;2023.7;X590782215;31AUG23;15:42:07
"mco";"dgf";"2023";"7";"2023/08/31 15:44:13";="590782215";X: séjours non facturables, en attente de droits ou pb de codage;30 : Maternité;;100%;154;0.2291291604;2023.7;X590782215;31AUG23;15:42:07
"mco";"dgf";"2023";"7";"2023/08/31 15:44:13";="590782215";X: séjours non facturables, en attente de droits ou pb de codage;41 : Accident du;;100%;13;0.019342072;2023.7;X590782215;31AUG23;15:42:07
"mco";"dgf";"2023";"7";"2023/08/31 15:44:13";="590782215";Nouveaux-nés, radiothérapie ou prélèvement d'organes;Nouveaux-nés, radiothérapie ou prélèvement d'organes;100;Non renseigné;13;0.019342072;2023.7;X590782215;31AUG23;15:42:07
"mco";"dgf";"2023";"7";"2023/08/31 15:44:13";="590782215";Nouveaux-nés, radiothérapie ou prélèvement d'organes;Nouveaux-nés, radiothérapie ou prélèvement d'organes;100;0;73;0.1086131734;2023.7;X590782215;31AUG23;15:42:07
"mco";"dgf";"2023";"7";"2023/08/31 15:44:13";="590782215";Nouveaux-nés, radiothérapie ou prélèvement d'organes;Nouveaux-nés, radiothérapie ou prélèvement d'organes;100;80%;1;0.0014878517;2023.7;X590782215;31AUG23;15:42:07
"mco";"dgf";"2023";"7";"2023/08/31 15:44:13";="590782215";Nouveaux-nés, radiothérapie ou prélèvement d'organes;Nouveaux-nés, radiothérapie ou prélèvement d'organes;100;100%;1931;2.8730416152;2023.7;X590782215;31AUG23;15:42:07
"mco";"dgf";"2023";"7";"2023/08/31 15:44:13";="590782215";Séjours en attente de taux de prise en charge;Séjours en attente de taux de prise en charge;80;0;11;0.0163663686;2023.7;X590782215;31AUG23;15:42:07
